window_id,sensor,feature,current_value,baseline_mean,baseline_std,delta,standardized_change,standardized_change_available
10,optical,optical_mean,1.199085,1.1997622000000001,0.0013166012912038591,-0.0006772000000001555,-0.5143546527900978,True
10,optical,optical_std,0.02028693853197174,0.01972223722951765,0.0016384415957329472,0.0005647013024540869,0.3446575721250968,True
11,optical,optical_mean,1.1997879999999999,1.1997622000000001,0.0013166012912038591,2.5799999999742695e-05,0.019595909689676803,True
11,optical,optical_std,0.019495400893544106,0.01972223722951765,0.0016384415957329472,-0.00022683633597354522,-0.13844639721324417,True
12,optical,optical_mean,1.19582,1.1997622000000001,0.0013166012912038591,-0.003942200000000007,-2.9942246193571496,True
12,optical,optical_std,0.020895085546606414,0.01972223722951765,0.0016384415957329472,0.0011728483170887621,0.7158316293624707,True
13,optical,optical_mean,1.2001,1.1997622000000001,0.0013166012912038591,0.0003377999999998327,0.2565697012882001,True
13,optical,optical_std,0.022754784112357564,0.01972223722951765,0.0016384415957329472,0.003032546882839913,1.8508727383006416,True
14,optical,optical_mean,1.200447,1.1997622000000001,0.0013166012912038591,0.0006847999999999299,0.5201270913032222,True
14,optical,optical_std,0.019122878732031952,0.01972223722951765,0.0016384415957329472,-0.0005993584974856997,-0.3658101082434862,True
15,optical,optical_mean,1.8002779999999998,1.1997622000000001,0.0013166012912038591,0.6005157999999997,456.1105962845493,True
15,optical,optical_std,0.02123384835586804,0.01972223722951765,0.0016384415957329472,0.001511611126350388,0.9225907901063618,True
16,optical,optical_mean,1.7972989999999998,1.1997622000000001,0.0013166012912038591,0.5975367999999996,453.847952293614,True
16,optical,optical_std,0.022875639859903374,0.01972223722951765,0.0016384415957329472,0.0031534026303857224,1.9246353599653738,True
17,optical,optical_mean,1.4992459999999996,1.1997622000000001,0.0013166012912038591,0.2994837999999995,227.4673448984399,True
17,optical,optical_std,0.30218804689133555,0.01972223722951765,0.0016384415957329472,0.2824658096618179,172.3990714087422,True
18,optical,optical_mean,1.2006450000000002,1.1997622000000001,0.0013166012912038591,0.0008828000000000724,0.6705143052023499,True
18,optical,optical_std,0.02217940655202478,0.01972223722951765,0.0016384415957329472,0.0024571693225071273,1.4996990609286425,True
19,optical,optical_mean,1.204598,1.1997622000000001,0.0013166012912038591,0.004835799999999946,3.6729418634993447,True
19,optical,optical_std,0.02059508184008988,0.01972223722951765,0.0016384415957329472,0.0008728446105722293,0.5327285469591411,True
20,optical,optical_mean,1.2006290000000002,1.1997622000000001,0.0013166012912038591,0.0008668000000000564,0.6583618030690837,True
20,optical,optical_std,0.01891190257483366,0.01972223722951765,0.0016384415957329472,-0.0008103346546839904,-0.49457646631675756,True
21,optical,optical_mean,1.199001,1.1997622000000001,0.0013166012912038591,-0.0007612000000001284,-0.5781552889896613,True
21,optical,optical_std,0.01990045474354795,0.01972223722951765,0.0016384415957329472,0.00017821751403029884,0.10877257663284255,True
23,optical,optical_mean,1.199421,1.1997622000000001,0.0013166012912038591,-0.00034120000000004147,-0.25915210799167515,True
23,optical,optical_std,0.018411438265382753,0.01972223722951765,0.0016384415957329472,-0.0013107989641348988,-0.8000278847587,True
24,optical,optical_mean,1.1989419999999997,1.1997622000000001,0.0013166012912038591,-0.0008202000000003817,-0.6229676406062282,True
24,optical,optical_std,0.019147308844848138,0.01972223722951765,0.0016384415957329472,-0.0005749283846695138,-0.3508995292641622,True
26,optical,optical_mean,1.197972,1.1997622000000001,0.0013166012912038591,-0.001790200000000075,-1.3597130824345252,True
26,optical,optical_std,0.020174642896467834,0.01972223722951765,0.0016384415957329472,0.00045240566695018206,0.27611949557945703,True
27,optical,optical_mean,1.19979,1.1997622000000001,0.0013166012912038591,2.7799999999800207e-05,0.021114972456377248,True
27,optical,optical_std,0.017911004996928565,0.01972223722951765,0.0016384415957329472,-0.0018112322325890863,-1.1054603577607796,True
28,optical,optical_mean,1.200214,1.1997622000000001,0.0013166012912038591,0.00045179999999978016,0.34315627898759565,True
28,optical,optical_std,0.020750195276189556,0.01972223722951765,0.0016384415957329472,0.0010279580466719049,0.6273998715297837,True
29,optical,optical_mean,1.19858,1.1997622000000001,0.0013166012912038591,-0.0011822000000001331,-0.8979180013709134,True
29,optical,optical_std,0.019495563597906072,0.01972223722951765,0.0016384415957329472,-0.00022667363161157916,-0.13834709287283325,True
