session_id,boot_id,split,window_id,elapsed_start_s,elapsed_end_s,optical_mean,optical_std,gyro_x_mean,gyro_x_std,gyro_y_mean,gyro_y_std,gyro_z_mean,gyro_z_std,gyro_rapid_change_count
multi-session-001,multi-boot-001,train,0,0.0,2.0,1.1854179999999999,0.019837370692710247,-0.5050569999999999,13.830405645123031,-0.5055620000000001,9.371344469528157,-0.1635880000000001,6.8984160195697095,0
multi-session-001,multi-boot-001,train,1,2.0,4.0,1.181295,0.023120001621972266,-0.6123440000000001,13.95539662631858,-0.33798100000000003,9.274102216136017,-0.37239799999999995,6.968588562929798,0
multi-session-001,multi-boot-001,train,2,4.0,6.0,1.182469,0.019378099468214102,-0.614369,13.954004449036809,-0.3496539999999999,9.258787995978956,-0.26651199999999997,7.0167936979973975,0
multi-session-001,multi-boot-001,train,3,6.0,8.0,1.186736,0.019236702004241792,-0.55932,13.799673594118087,-0.19402199999999994,9.242964300554016,-0.24743000000000007,6.932717055000874,0
multi-session-001,multi-boot-001,train,4,8.0,10.0,1.185969,0.02258618026581741,-0.286659,13.598156095516002,-0.1135440000000001,8.991115090802921,-0.19921100000000003,6.907224335301338,0
multi-session-001,multi-boot-001,train,5,10.0,12.0,1.187362,0.019013599238439843,-0.046709999999999835,13.587599771250991,0.03165699999999991,9.074924448525785,-0.11474499999999993,6.856108997928417,0
multi-session-001,multi-boot-001,train,6,12.0,14.0,1.1828509999999999,0.019501469149784588,0.08002199999999991,13.658224057113575,0.276011,9.096695043090044,0.06728700000000001,6.7672972401344245,0
multi-session-001,multi-boot-001,train,7,14.0,16.0,1.1869589999999999,0.020681262509817916,0.390345,13.798228033638052,0.3648499999999999,9.238203764255257,0.05395400000000004,6.808749279146941,0
multi-session-001,multi-boot-001,train,8,16.0,18.0,1.187826,0.021066735010437668,0.465625,13.911109449475084,0.394183,9.32944052172535,0.1849039999999999,6.928996694903527,0
multi-session-001,multi-boot-001,train,9,18.0,20.0,1.1859639999999998,0.01972312612138349,0.6058829999999997,13.876791783161227,0.317065,9.251046224977745,0.28581100000000004,6.935565301284316,0
multi-session-001,multi-boot-001,train,10,20.0,22.0,1.1871909999999999,0.020157887265286497,0.49343400000000004,13.931519991380839,0.285557,9.229196151271843,0.3498650000000001,7.010999043037661,0
multi-session-001,multi-boot-001,train,11,22.0,24.0,1.191135,0.020282462251906195,0.5020869999999998,13.77546986738133,0.15760300000000002,9.120922009111304,0.31547800000000004,7.051061204110768,0
multi-session-001,multi-boot-001,train,12,24.0,26.0,1.183979,0.020047934033211503,0.25138600000000005,13.668388093034379,0.04883400000000004,9.054016966211407,0.19936200000000007,6.9222644878215975,0
multi-session-001,multi-boot-001,train,13,26.0,28.0,1.1861670000000002,0.019774913678699074,0.084659,13.617248841745496,-0.12026399999999991,9.061109749865299,0.07443399999999997,6.817102617655391,0
multi-session-001,multi-boot-001,train,14,28.0,30.0,1.1844030000000003,0.021075291006294548,-0.13690699999999995,13.60399117760854,-0.19126199999999996,9.21208650047078,0.054704000000000017,6.768637033154016,0
multi-session-001,multi-boot-001,train,15,30.0,32.0,1.185511,0.020445160283059663,-0.4527299999999999,13.55858720440666,-0.304649,9.293423786845135,-0.069323,6.8730558783827,0
multi-session-001,multi-boot-001,train,16,32.0,34.0,1.1848699999999999,0.020084055865287758,-0.52862,13.939880585808474,-0.3974399999999999,9.296431620433726,-0.29592700000000005,6.8836048896323945,0
multi-session-001,multi-boot-001,train,17,34.0,36.0,1.1848940000000001,0.02008843856550329,-0.550616,14.019725235707865,-0.38344,9.290202557447282,-0.33984899999999996,6.897978691435556,0
multi-session-001,multi-boot-001,train,18,36.0,38.0,1.1839229999999998,0.023037772700502113,-0.6640459999999999,13.990624652769583,-0.317182,9.203195366103884,-0.326938,6.988051607276238,0
multi-session-001,multi-boot-001,train,19,38.0,40.0,1.183848,0.01953922454960789,-0.43815899999999997,13.757006408394924,-0.20887600000000003,9.12387874745297,-0.21013400000000004,6.9187526371625685,0
multi-session-001,multi-boot-001,train,20,40.0,42.0,1.1830570000000002,0.01999082417010364,-0.22859999999999978,13.750009273255056,-0.011941999999999968,9.036266293233949,-0.22580700000000006,6.887213778129078,0
multi-session-001,multi-boot-001,train,21,42.0,44.0,1.1862940000000002,0.022198481119211737,-0.1313310000000001,13.620716287396156,0.22744899999999998,9.085646229250782,-0.09686300000000003,6.819955657240815,0
multi-session-001,multi-boot-001,train,22,44.0,46.0,1.1877400000000002,0.021333274479085486,0.25460699999999975,13.654582824416535,0.2540839999999999,9.110057565819439,0.0261469999999999,6.825488272562704,0
multi-session-001,multi-boot-001,train,23,46.0,48.0,1.1829,0.02021990108778972,0.3521160000000003,13.804154684729665,0.29406400000000016,9.310213107749144,0.11706699999999991,6.847168208347958,0
multi-session-001,multi-boot-001,train,24,48.0,50.0,1.1834049999999998,0.02191672135607878,0.612835,13.980706936742326,0.401864,9.374660343057982,0.17943199999999992,6.8824826074735554,0
multi-session-001,multi-boot-001,train,25,50.0,52.0,1.187495,0.023419480673149015,0.658227,13.977532846392133,0.328866,9.255561364414586,0.28867699999999996,6.923988980260655,0
multi-session-001,multi-boot-001,train,26,52.0,54.0,1.184459,0.018319782176652644,0.638194,13.901147442861111,0.297041,9.331990317923555,0.229157,7.00534733877279,0
multi-session-001,multi-boot-001,train,27,54.0,56.0,1.186034,0.021076200891052454,0.5250739999999997,13.721889894476051,0.1328130000000001,9.095539050211977,0.260948,6.88351206122979,0
multi-session-001,multi-boot-001,train,28,56.0,58.0,1.1872,0.020278027517487973,0.234042,13.605520229033361,0.06782999999999997,9.037003850751642,0.2531239999999999,6.945267805594252,0
multi-session-001,multi-boot-001,train,29,58.0,60.0,1.186804,0.022828232169837412,0.0007819999999999983,13.55635412514279,-0.1167089999999999,9.148358294088563,0.04203099999999996,6.850258251696719,0
